Step, Time, RealTime, R(q[0]), R(q[1]), R(q[2]), R(q[3])
3460, 0, 27.9405, 0.000285243, 0.000230031, 0.000153568, 8.21615e-05
3470, 0, 28.0257, 0.000237289, 0.000226539, 0.00012867, 6.99732e-05
3480, 0, 28.1071, 0.000179485, 0.000197956, 9.93384e-05, 5.92398e-05
3490, 0, 28.1858, 0.00013808, 0.000155196, 7.24448e-05, 5.50917e-05
3500, 0, 28.2686, 0.000111139, 0.000118758, 5.31587e-05, 5.30579e-05
3510, 0, 28.3477, 9.67638e-05, 9.15716e-05, 4.15857e-05, 5.23776e-05
3520, 0, 28.4406, 9.24639e-05, 7.15767e-05, 3.35314e-05, 5.41543e-05
3530, 0, 28.5396, 9.33948e-05, 5.74146e-05, 2.89106e-05, 5.79383e-05
3540, 0, 28.6371, 9.76691e-05, 4.72933e-05, 2.69097e-05, 6.14785e-05
3550, 0, 28.7065, 0.000102583, 4.06976e-05, 2.68445e-05, 6.40276e-05
3560, 0, 28.7884, 0.000107472, 3.63729e-05, 2.69108e-05, 6.63448e-05
3570, 0, 28.8642, 0.000106028, 3.80424e-05, 2.94597e-05, 7.38986e-05
3580, 0, 28.9281, 0.000110497, 3.66837e-05, 3.14164e-05, 7.71495e-05
3590, 0, 28.9999, 0.000113901, 3.42064e-05, 3.22295e-05, 7.84676e-05
3600, 0, 29.0681, 0.000118603, 3.94443e-05, 3.45405e-05, 8.55051e-05
3610, 0, 29.1552, 0.000148018, 4.08952e-05, 3.52031e-05, 8.79417e-05
3620, 0, 29.2438, 0.00015797, 4.46744e-05, 3.54264e-05, 8.65386e-05
3630, 0, 29.3052, 0.000137457, 5.54092e-05, 4.5877e-05, 7.8066e-05
3640, 0, 29.3976, 0.00013059, 6.20716e-05, 4.17358e-05, 7.62979e-05
3650, 0, 29.488, 0.000127639, 5.17958e-05, 4.18551e-05, 7.02564e-05
3660, 0, 29.5749, 0.000158664, 6.63485e-05, 4.13579e-05, 6.70964e-05
3670, 0, 29.6533, 0.000153652, 5.89453e-05, 3.70001e-05, 6.52424e-05
3680, 0, 29.7445, 0.000146482, 5.51462e-05, 3.51234e-05, 6.23311e-05
3690, 0, 29.8304, 0.000143242, 5.84436e-05, 3.55792e-05, 6.02423e-05
3700, 0, 29.9333, 0.000144223, 5.56931e-05, 3.10882e-05, 5.70774e-05
3710, 0, 30.0162, 0.000126025, 4.40195e-05, 2.92406e-05, 5.31738e-05
3720, 0, 30.1051, 0.000106923, 3.52214e-05, 2.72861e-05, 4.86862e-05
3730, 0, 30.1892, 9.16552e-05, 3.09928e-05, 2.43873e-05, 4.39061e-05
3740, 0, 30.2515, 7.76746e-05, 2.80449e-05, 2.0806e-05, 3.97546e-05
3750, 0, 30.3376, 6.52284e-05, 2.56169e-05, 1.69458e-05, 3.63015e-05
3760, 0, 30.4239, 5.46718e-05, 2.37323e-05, 1.36944e-05, 3.3296e-05
3770, 0, 30.4945, 4.60768e-05, 2.19756e-05, 1.14623e-05, 3.05407e-05
3780, 0, 30.557, 3.99237e-05, 1.982e-05, 9.95494e-06, 2.84164e-05
3790, 0, 30.6191, 3.67532e-05, 1.73989e-05, 8.67385e-06, 2.72518e-05
3800, 0, 30.7025, 3.6693e-05, 1.54211e-05, 7.85467e-06, 2.69839e-05
3810, 0, 30.7642, 3.92599e-05, 1.42349e-05, 8.14608e-06, 2.73379e-05
3820, 0, 30.8328, 4.3686e-05, 1.38996e-05, 9.17342e-06, 2.83433e-05
3830, 0, 30.921, 4.95036e-05, 1.41537e-05, 1.03407e-05, 3.02283e-05
3840, 0, 31.0191, 5.59409e-05, 1.50578e-05, 1.1518e-05, 3.26052e-05
3850, 0, 31.0922, 6.23995e-05, 1.65778e-05, 1.29556e-05, 3.50196e-05
3860, 0, 31.1618, 6.86387e-05, 1.82835e-05, 1.4377e-05, 3.75409e-05
3870, 0, 31.2518, 7.41518e-05, 1.98845e-05, 1.54414e-05, 4.00325e-05
3880, 0, 31.3513, 7.84673e-05, 2.15784e-05, 1.62731e-05, 4.20698e-05
3890, 0, 31.4471, 8.17089e-05, 2.32316e-05, 1.72482e-05, 4.35519e-05
3900, 0, 31.5073, 8.43845e-05, 2.46478e-05, 1.81878e-05, 4.47615e-05
3910, 0, 31.5699, 8.66417e-05, 2.55886e-05, 1.90348e-05, 4.5675e-05
3920, 0, 31.6322, 8.83141e-05, 2.59911e-05, 1.97441e-05, 4.60108e-05
3930, 0, 31.7271, 8.96034e-05, 2.60806e-05, 2.0065e-05, 4.58641e-05
3940, 0, 31.8226, 9.11199e-05, 2.58979e-05, 1.99198e-05, 4.56988e-05
3950, 0, 31.89, 9.3244e-05, 2.54378e-05, 1.94833e-05, 4.57851e-05
3960, 0, 31.9537, 9.57488e-05, 2.49311e-05, 1.89115e-05, 4.59529e-05
3970, 0, 32.0251, 9.89875e-05, 2.73417e-05, 1.94403e-05, 4.85182e-05
3980, 0, 32.093, 0.000118092, 2.91735e-05, 2.06629e-05, 5.03161e-05
3990, 0, 32.1849, 0.000116355, 2.84629e-05, 2.10515e-05, 4.72115e-05
4000, 0, 32.2805, 0.000112068, 2.76269e-05, 2.02006e-05, 4.43219e-05
4010, 0, 32.353, 0.000106421, 2.64341e-05, 1.96258e-05, 4.14044e-05
4020, 0, 32.4156, 7.42377e-05, 4.24248e-05, 2.60916e-05, 4.25607e-05
4030, 0, 32.5034, 6.70061e-05, 3.67338e-05, 2.20985e-05, 3.7768e-05
4040, 0, 32.593, 6.15046e-05, 3.10268e-05, 2.1998e-05, 3.13303e-05
4050, 0, 32.6636, 5.97492e-05, 3.65712e-05, 2.19475e-05, 2.68599e-05
4060, 0, 32.7583, 6.34855e-05, 3.99846e-05, 1.75775e-05, 2.31091e-05
4070, 0, 32.8555, 5.59745e-05, 3.13006e-05, 1.46921e-05, 1.96215e-05
4080, 0, 32.9379, 3.68666e-05, 2.16117e-05, 1.19162e-05, 1.80022e-05
4090, 0, 33.0024, 3.06418e-05, 1.577e-05, 9.03082e-06, 1.77164e-05
4100, 0, 33.0728, 2.85388e-05, 1.27837e-05, 7.89731e-06, 1.85566e-05
4110, 0, 33.1347, 2.88598e-05, 1.14819e-05, 7.70564e-06, 2.01341e-05
4120, 0, 33.2031, 3.06384e-05, 1.11519e-05, 7.85883e-06, 2.21524e-05
4130, 0, 33.3029, 3.35555e-05, 1.14783e-05, 8.4795e-06, 2.42873e-05
4140, 0, 33.3858, 4.60419e-05, 1.31735e-05, 9.75927e-06, 2.77729e-05
4150, 0, 33.4583, 5.15608e-05, 1.47178e-05, 1.11767e-05, 2.98773e-05
4160, 0, 33.5378, 5.29844e-05, 1.58884e-05, 1.22626e-05, 3.14488e-05
4170, 0, 33.6322, 5.5333e-05, 1.69739e-05, 1.32362e-05, 3.29481e-05
4180, 0, 33.6963, 5.71738e-05, 1.7486e-05, 1.38479e-05, 3.40174e-05
4190, 0, 33.7612, 5.83855e-05, 1.74773e-05, 1.42369e-05, 3.44682e-05
4200, 0, 33.8458, 5.3195e-05, 2.28043e-05, 1.65466e-05, 3.20378e-05
4210, 0, 33.9106, 5.18227e-05, 2.08911e-05, 1.69475e-05, 3.19622e-05
4220, 0, 33.9927, 5.06288e-05, 1.82053e-05, 1.54365e-05, 3.15464e-05
4230, 0, 34.0892, 4.98494e-05, 1.79023e-05, 1.41187e-05, 3.02283e-05
4240, 0, 34.1579, 6.72519e-05, 2.47424e-05, 1.52032e-05, 2.85497e-05
4250, 0, 34.2246, 6.71211e-05, 2.2276e-05, 1.35676e-05, 2.80604e-05
4260, 0, 34.2908, 6.67754e-05, 2.15388e-05, 1.36527e-05, 2.74148e-05
4270, 0, 34.3886, 6.64153e-05, 2.38184e-05, 1.37135e-05, 2.64622e-05
4280, 0, 34.4685, 6.71007e-05, 2.34361e-05, 1.20788e-05, 2.51685e-05
4290, 0, 34.5318, 6.04509e-05, 1.85222e-05, 1.1286e-05, 2.36782e-05
4300, 0, 34.6258, 5.20462e-05, 1.45799e-05, 1.02124e-05, 2.19059e-05
4310, 0, 34.7003, 4.52164e-05, 1.23456e-05, 9.17506e-06, 1.96767e-05
4320, 0, 34.7648, 3.84487e-05, 1.06235e-05, 8.28938e-06, 1.73313e-05
4330, 0, 34.8307, 3.18007e-05, 9.32183e-06, 7.43248e-06, 1.50716e-05
4340, 0, 34.8964, 2.57852e-05, 8.19084e-06, 6.66547e-06, 1.30992e-05
4350, 0, 34.9658, 2.09128e-05, 7.37201e-06, 6.05954e-06, 1.16345e-05
4360, 0, 35.061, 1.75189e-05, 7.02847e-06, 5.50941e-06, 1.08415e-05
4370, 0, 35.1615, 1.56723e-05, 6.97441e-06, 5.05026e-06, 1.06489e-05
4380, 0, 35.2286, 1.51628e-05, 6.94191e-06, 4.73267e-06, 1.08267e-05
4390, 0, 35.3096, 1.56176e-05, 6.85003e-06, 4.47405e-06, 1.11656e-05
4400, 0, 35.387, 1.66826e-05, 6.80192e-06, 4.24389e-06, 1.15789e-05
4410, 0, 35.4876, 1.82087e-05, 6.84081e-06, 4.21615e-06, 1.20706e-05
4420, 0, 35.5869, 2.01074e-05, 6.93794e-06, 4.53087e-06, 1.26286e-05
4430, 0, 35.6719, 2.23035e-05, 7.12951e-06, 5.01887e-06, 1.32568e-05
4440, 0, 35.7689, 2.46697e-05, 7.45872e-06, 5.44657e-06, 1.39218e-05
4450, 0, 35.8615, 2.7021e-05, 7.84649e-06, 5.78668e-06, 1.45579e-05
4460, 0, 35.9529, 2.9223e-05, 8.19309e-06, 6.1021e-06, 1.51434e-05
4470, 0, 36.0512, 3.12252e-05, 8.47278e-06, 6.381e-06, 1.57027e-05
4480, 0, 36.1422, 3.29677e-05, 8.68584e-06, 6.5919e-06, 1.62244e-05
4490, 0, 36.2382, 3.43338e-05, 8.82467e-06, 6.77253e-06, 1.66287e-05
4500, 0, 36.3399, 3.52766e-05, 8.89026e-06, 6.90886e-06, 1.68793e-05
4510, 0, 36.4407, 3.58926e-05, 8.87182e-06, 6.93842e-06, 1.70081e-05
4520, 0, 36.5231, 3.63204e-05, 8.76726e-06, 6.87888e-06, 1.70309e-05
4530, 0, 36.6163, 3.66555e-05, 8.61275e-06, 6.76038e-06, 1.69584e-05
4540, 0, 36.7223, 3.69375e-05, 8.42573e-06, 6.59906e-06, 1.68164e-05
4550, 0, 36.7868, 3.73852e-05, 8.27708e-06, 6.53132e-06, 1.66432e-05
4560, 0, 36.8597, 3.8319e-05, 7.96733e-06, 6.42599e-06, 1.61828e-05
4570, 0, 36.9548, 3.83688e-05, 7.64571e-06, 6.35409e-06, 1.57302e-05
4580, 0, 37.0503, 3.78555e-05, 7.34207e-06, 6.27991e-06, 1.51911e-05
4590, 0, 37.1415, 3.68608e-05, 7.00134e-06, 6.16642e-06, 1.45482e-05
4600, 0, 37.2261, 3.53756e-05, 6.60949e-06, 5.98304e-06, 1.38083e-05
4610, 0, 37.3232, 3.33885e-05, 6.15424e-06, 5.70511e-06, 1.28277e-05
4620, 0, 37.3831, 3.10575e-05, 5.74989e-06, 5.27465e-06, 1.19468e-05
4630, 0, 37.4485, 2.85235e-05, 5.44569e-06, 4.72072e-06, 1.12372e-05
4640, 0, 37.5435, 1.94048e-05, 1.14075e-05, 6.62456e-06, 1.10419e-05
4650, 0, 37.639, 1.79137e-05, 1.08159e-05, 5.69202e-06, 9.56243e-06
4660, 0, 37.704, 1.6654e-05, 9.49014e-06, 5.64593e-06, 7.92879e-06
4670, 0, 37.7691, 1.72531e-05, 1.17839e-05, 5.91635e-06, 7.34068e-06
4680, 0, 37.845, 2.00682e-05, 1.12865e-05, 4.79197e-06, 6.91343e-06
4690, 0, 37.9279, 1.651e-05, 8.84945e-06, 4.4397e-06, 6.89016e-06
4700, 0, 37.9885, 1.27998e-05, 6.486e-06, 3.52843e-06, 7.24379e-06
4710, 0, 38.0587, 1.23471e-05, 5.13597e-06, 2.97469e-06, 7.73493e-06
4720, 0, 38.1557, 1.27379e-05, 4.59176e-06, 3.00896e-06, 8.31157e-06
4730, 0, 38.2494, 1.34605e-05, 4.4507e-06, 3.22633e-06, 8.92687e-06
4740, 0, 38.3473, 1.43149e-05, 4.526e-06, 3.48974e-06, 9.53774e-06
4750, 0, 38.4199, 1.5146e-05, 4.72012e-06, 3.75648e-06, 1.00711e-05
4760, 0, 38.4825, 1.58012e-05, 4.95015e-06, 3.99438e-06, 1.04602e-05
4770, 0, 38.5679, 1.62018e-05, 5.15866e-06, 4.17519e-06, 1.06753e-05
4780, 0, 38.6579, 1.63622e-05, 5.34677e-06, 4.26855e-06, 1.06063e-05
4790, 0, 38.741, 2.31297e-05, 8.40319e-06, 5.14161e-06, 1.00048e-05
4800, 0, 38.8209, 2.35819e-05, 7.7635e-06, 4.86011e-06, 1.00505e-05
4810, 0, 38.9171, 2.39773e-05, 7.57979e-06, 5.19189e-06, 1.00036e-05
4820, 0, 39.0107, 2.45026e-05, 8.2504e-06, 5.3977e-06, 9.91984e-06
4830, 0, 39.1054, 2.5417e-05, 8.33415e-06, 4.88078e-06, 9.75234e-06
4840, 0, 39.1969, 2.45194e-05, 6.79265e-06, 4.56262e-06, 9.60373e-06
4850, 0, 39.2638, 2.32787e-05, 5.59721e-06, 4.28651e-06, 9.41376e-06
4860, 0, 39.3362, 2.2623e-05, 5.00384e-06, 4.0187e-06, 9.16891e-06
4870, 0, 39.405, 2.19151e-05, 4.60508e-06, 3.77517e-06, 8.85232e-06
4880, 0, 39.4696, 2.09516e-05, 4.26955e-06, 3.49749e-06, 8.44048e-06
4890, 0, 39.5542, 1.9719e-05, 3.93572e-06, 3.17823e-06, 7.95522e-06
4900, 0, 39.6463, 1.82162e-05, 3.60107e-06, 2.82041e-06, 7.38571e-06
4910, 0, 39.7107, 1.63575e-05, 3.26742e-06, 2.48695e-06, 6.71399e-06
4920, 0, 39.7777, 1.42965e-05, 2.93781e-06, 2.19087e-06, 5.94836e-06
4930, 0, 39.8412, 1.21153e-05, 2.62229e-06, 1.91549e-06, 5.20226e-06
4940, 0, 39.9391, 9.89745e-06, 2.368e-06, 1.68009e-06, 4.5978e-06
4950, 0, 40.0022, 7.8758e-06, 2.20569e-06, 1.51644e-06, 4.13574e-06
4960, 0, 40.0824, 6.53847e-06, 2.11462e-06, 1.43931e-06, 3.82642e-06
4970, 0, 40.1747, 5.91495e-06, 2.12938e-06, 1.44315e-06, 3.73769e-06
4980, 0, 40.2726, 5.93926e-06, 2.2072e-06, 1.5174e-06, 3.82346e-06
4990, 0, 40.3454, 6.42798e-06, 2.28912e-06, 1.63715e-06, 4.03503e-06
5000, 0, 40.4437, 7.1515e-06, 2.38702e-06, 1.75941e-06, 4.33011e-06
5010, 0, 40.5082, 7.96014e-06, 2.55671e-06, 1.86823e-06, 4.66015e-06
5020, 0, 40.5725, 8.7951e-06, 2.75079e-06, 1.97507e-06, 4.98243e-06
5030, 0, 40.6467, 9.62976e-06, 2.92802e-06, 2.06682e-06, 5.28375e-06
5040, 0, 40.7127, 1.04201e-05, 3.06098e-06, 2.15829e-06, 5.54112e-06
5050, 0, 40.7965, 1.1125e-05, 3.15511e-06, 2.26264e-06, 5.73654e-06
5060, 0, 40.8926, 1.18885e-05, 3.21842e-06, 2.38052e-06, 5.89279e-06
5070, 0, 40.9846, 1.25847e-05, 3.24082e-06, 2.44474e-06, 6.00467e-06
5080, 0, 41.0661, 1.32141e-05, 3.24253e-06, 2.47539e-06, 6.10515e-06
5090, 0, 41.1425, 1.38117e-05, 3.23861e-06, 2.48756e-06, 6.18039e-06
5100, 0, 41.2255, 1.43174e-05, 3.21792e-06, 2.48538e-06, 6.22061e-06
5110, 0, 41.2998, 1.47072e-05, 3.14475e-06, 2.46579e-06, 6.23248e-06
5120, 0, 41.3852, 1.49514e-05, 3.05004e-06, 2.43007e-06, 6.20715e-06
5130, 0, 41.4791, 1.50178e-05, 2.93915e-06, 2.38926e-06, 6.1232e-06
5140, 0, 41.5746, 1.48833e-05, 2.81232e-06, 2.34896e-06, 5.97221e-06
5150, 0, 41.6694, 1.45467e-05, 2.65986e-06, 2.29376e-06, 5.76597e-06
5160, 0, 41.7495, 1.40171e-05, 2.49048e-06, 2.20075e-06, 5.51429e-06
5170, 0, 41.8121, 1.33048e-05, 2.31859e-06, 2.0714e-06, 5.21426e-06
5180, 0, 41.8852, 1.24325e-05, 2.14716e-06, 1.928e-06, 4.867e-06
5190, 0, 41.9586, 1.14446e-05, 1.97875e-06, 1.78384e-06, 4.49203e-06
5200, 0, 42.0459, 1.03964e-05, 1.82192e-06, 1.64454e-06, 4.11814e-06
5210, 0, 42.1082, 9.3388e-06, 1.68483e-06, 1.51673e-06, 3.76949e-06
5220, 0, 42.1898, 8.30919e-06, 1.58103e-06, 1.41707e-06, 3.42618e-06
5230, 0, 42.2533, 7.35678e-06, 1.51428e-06, 1.30506e-06, 3.16983e-06
5240, 0, 42.317, 6.50241e-06, 1.50117e-06, 1.2119e-06, 2.99672e-06
5250, 0, 42.3788, 5.75091e-06, 1.52434e-06, 1.12341e-06, 2.89603e-06
5260, 0, 42.4425, 5.14716e-06, 1.58262e-06, 1.05332e-06, 2.85875e-06
5270, 0, 42.5115, 4.74476e-06, 1.65136e-06, 1.02428e-06, 2.8679e-06
5280, 0, 42.5787, 4.60731e-06, 1.72033e-06, 1.05203e-06, 2.91669e-06
5290, 0, 42.6443, 4.77793e-06, 1.78442e-06, 1.12388e-06, 3.00876e-06
5300, 0, 42.7424, 5.22898e-06, 1.84291e-06, 1.21143e-06, 3.13969e-06
5310, 0, 42.8272, 5.8703e-06, 1.90476e-06, 1.30327e-06, 3.2939e-06
5320, 0, 42.9112, 6.60492e-06, 1.96676e-06, 1.39532e-06, 3.45761e-06
5330, 0, 42.9821, 7.35495e-06, 2.02052e-06, 1.47389e-06, 3.62178e-06
5340, 0, 43.0595, 8.05894e-06, 2.05998e-06, 1.52729e-06, 3.77417e-06
5350, 0, 43.1235, 8.66913e-06, 2.08295e-06, 1.55967e-06, 3.89931e-06
5360, 0, 43.1884, 9.15766e-06, 2.09084e-06, 1.57786e-06, 3.98914e-06
5370, 0, 43.2542, 9.50788e-06, 2.1089e-06, 1.57521e-06, 4.06901e-06
5380, 0, 43.3204, 9.75062e-06, 2.06191e-06, 1.5715e-06, 4.09147e-06
5390, 0, 43.3843, 9.85459e-06, 2.02214e-06, 1.55819e-06, 4.084e-06
5400, 0, 43.4496, 9.8635e-06, 1.97527e-06, 1.54232e-06, 4.03695e-06
5410, 0, 43.5102, 9.78549e-06, 1.91073e-06, 1.52474e-06, 3.95671e-06
5420, 0, 43.5873, 9.62989e-06, 1.83551e-06, 1.50641e-06, 3.85345e-06
5430, 0, 43.6599, 9.40122e-06, 1.75001e-06, 1.48235e-06, 3.73081e-06
5440, 0, 43.7216, 9.09681e-06, 1.65798e-06, 1.44787e-06, 3.58774e-06
5450, 0, 43.7848, 8.71426e-06, 1.56056e-06, 1.40171e-06, 3.42332e-06
5460, 0, 43.8603, 8.25199e-06, 1.46006e-06, 1.3414e-06, 3.23994e-06
5470, 0, 43.923, 7.71576e-06, 1.36152e-06, 1.26504e-06, 3.04209e-06
5480, 0, 43.9857, 7.1183e-06, 1.27026e-06, 1.17423e-06, 2.83503e-06
5490, 0, 44.0479, 6.47808e-06, 1.18981e-06, 1.07477e-06, 2.62493e-06
5500, 0, 44.1138, 5.81709e-06, 1.12184e-06, 9.73187e-07, 2.41985e-06
5510, 0, 44.179, 5.15918e-06, 1.06529e-06, 8.74202e-07, 2.22988e-06
5520, 0, 44.2463, 4.52862e-06, 1.01722e-06, 7.83375e-07, 2.06361e-06
5530, 0, 44.342, 3.9501e-06, 9.7863e-07, 7.06641e-07, 1.9264e-06
5540, 0, 44.4389, 3.45258e-06, 9.53961e-07, 6.4852e-07, 1.82341e-06
5550, 0, 44.502, 3.07413e-06, 9.45618e-07, 6.1374e-07, 1.76112e-06
5560, 0, 44.5912, 2.85877e-06, 9.54714e-07, 6.04919e-07, 1.74419e-06
5570, 0, 44.6757, 2.83793e-06, 9.81513e-07, 6.19686e-07, 1.77122e-06
5580, 0, 44.7719, 3.00865e-06, 1.02314e-06, 6.53531e-07, 1.83562e-06
5590, 0, 44.8605, 3.33322e-06, 1.07279e-06, 7.02372e-07, 1.92893e-06
5600, 0, 44.9272, 3.75796e-06, 1.12324e-06, 7.60047e-07, 2.04189e-06
5610, 0, 44.9895, 4.22893e-06, 1.16999e-06, 8.19833e-07, 2.16374e-06
5620, 0, 45.0636, 4.69956e-06, 1.21094e-06, 8.77268e-07, 2.28373e-06
5630, 0, 45.1561, 5.13308e-06, 1.24526e-06, 9.27888e-07, 2.39289e-06
5640, 0, 45.2179, 5.50198e-06, 1.27261e-06, 9.66998e-07, 2.48312e-06
5650, 0, 45.3072, 5.7877e-06, 1.2918e-06, 9.93014e-07, 2.54679e-06
5660, 0, 45.3807, 5.98226e-06, 1.3001e-06, 1.00775e-06, 2.57914e-06
5670, 0, 45.4541, 6.08878e-06, 1.29504e-06, 1.01324e-06, 2.58053e-06
5680, 0, 45.5475, 6.11858e-06, 1.27643e-06, 1.01011e-06, 2.55549e-06
5690, 0, 45.6274, 6.08595e-06, 1.24613e-06, 9.98674e-07, 2.50975e-06
5700, 0, 45.7011, 6.0037e-06, 1.20671e-06, 9.7994e-07, 2.44826e-06
5710, 0, 45.7689, 5.88105e-06, 1.16054e-06, 9.55353e-07, 2.37478e-06
5720, 0, 45.8363, 5.72298e-06, 1.10961e-06, 9.2596e-07, 2.29198e-06
5730, 0, 45.8992, 5.53054e-06, 1.05531e-06, 8.91888e-07, 2.20121e-06
5740, 0, 45.9674, 5.30177e-06, 9.98405e-07, 8.52136e-07, 2.10242e-06
5750, 0, 46.0303, 5.03336e-06, 9.39312e-07, 8.05227e-07, 1.99443e-06
5760, 0, 46.1125, 4.7226e-06, 8.7827e-07, 7.50569e-07, 1.87587e-06
5770, 0, 46.2028, 4.3696e-06, 8.15755e-07, 6.88847e-07, 1.7468e-06
5780, 0, 46.2938, 3.97894e-06, 7.52876e-07, 6.22114e-07, 1.60953e-06
5790, 0, 46.3683, 3.56028e-06, 6.9141e-07, 5.54686e-07, 1.46833e-06
5800, 0, 46.4293, 3.12819e-06, 6.33974e-07, 4.92452e-07, 1.32946e-06
5810, 0, 46.5194, 2.70208e-06, 5.84114e-07, 4.40132e-07, 1.2019e-06
5820, 0, 46.5991, 2.30636e-06, 5.46272e-07, 3.99949e-07, 1.09698e-06
5830, 0, 46.6651, 1.9705e-06, 5.25038e-07, 3.72803e-07, 1.02518e-06
5840, 0, 46.7403, 1.72769e-06, 5.23069e-07, 3.5902e-07, 9.91969e-07
5850, 0, 46.836, 1.60763e-06, 5.38931e-07, 3.58218e-07, 9.95638e-07
5860, 0, 46.9031, 1.62053e-06, 5.67703e-07, 3.69331e-07, 1.02892e-06
5870, 0, 46.9687, 1.7476e-06, 6.03548e-07, 3.90271e-07, 1.08258e-06
5880, 0, 47.0293, 1.95367e-06, 6.41688e-07, 4.18107e-07, 1.14851e-06
5890, 0, 47.1177, 2.20512e-06, 6.78948e-07, 4.49928e-07, 1.22063e-06
5900, 0, 47.2091, 2.4758e-06, 7.13352e-07, 4.83368e-07, 1.29427e-06
5910, 0, 47.283, 2.74584e-06, 7.43359e-07, 5.1665e-07, 1.36519e-06
5920, 0, 47.3525, 3.00003e-06, 7.67363e-07, 5.48443e-07, 1.42951e-06
5930, 0, 47.4389, 3.22737e-06, 7.83964e-07, 5.77476e-07, 1.48417e-06
5940, 0, 47.5066, 3.42074e-06, 7.92765e-07, 6.02003e-07, 1.52723e-06
5950, 0, 47.5679, 3.57608e-06, 7.94649e-07, 6.19795e-07, 1.55774e-06
5960, 0, 47.6308, 3.69133e-06, 7.91039e-07, 6.2909e-07, 1.5753e-06
5970, 0, 47.6942, 3.76565e-06, 7.82935e-07, 6.29594e-07, 1.57967e-06
5980, 0, 47.7737, 3.79888e-06, 7.70572e-07, 6.22468e-07, 1.57064e-06
5990, 0, 47.8542, 3.79142e-06, 7.53596e-07, 6.09518e-07, 1.54816e-06
6000, 0, 47.9206, 3.74426e-06, 7.31382e-07, 5.92442e-07, 1.51255e-06
6010, 0, 47.9915, 3.65902e-06, 7.03428e-07, 5.72373e-07, 1.46456e-06
6020, 0, 48.0693, 3.53771e-06, 6.69742e-07, 5.49619e-07, 1.40526e-06
6030, 0, 48.164, 3.38264e-06, 6.31044e-07, 5.23715e-07, 1.33591e-06
6040, 0, 48.2595, 3.19669e-06, 5.88741e-07, 4.9393e-07, 1.25805e-06
6050, 0, 48.3414, 2.98361e-06, 5.44625e-07, 4.60198e-07, 1.17355e-06
6060, 0, 48.4012, 2.74837e-06, 5.00499e-07, 4.23812e-07, 1.08453e-06
6070, 0, 48.4802, 2.49721e-06, 4.58012e-07, 3.87145e-07, 9.93612e-07
6080, 0, 48.5432, 2.23754e-06, 4.18817e-07, 3.5257e-07, 9.04201e-07
6090, 0, 48.6342, 1.97771e-06, 3.84856e-07, 3.21593e-07, 8.20603e-07
6100, 0, 48.7216, 1.72651e-06, 3.58343e-07, 2.94712e-07, 7.47483e-07
6110, 0, 48.7868, 1.49308e-06, 3.41206e-07, 2.71853e-07, 6.88973e-07
6120, 0, 48.8879, 1.28762e-06, 3.34206e-07, 2.5316e-07, 6.4789e-07
6130, 0, 48.9837, 1.1231e-06, 3.36373e-07, 2.39573e-07, 6.25345e-07
6140, 0, 49.0651, 1.0158e-06, 3.45439e-07, 2.3258e-07, 6.20708e-07
6150, 0, 49.1527, 9.80839e-07, 3.5887e-07, 2.33297e-07, 6.31834e-07
6160, 0, 49.2339, 1.02157e-06, 3.74691e-07, 2.41631e-07, 6.55503e-07
6170, 0, 49.2995, 1.12466e-06, 3.91613e-07, 2.56026e-07, 6.88038e-07
6180, 0, 49.3639, 1.26803e-06, 4.08712e-07, 2.7386e-07, 7.25849e-07
6190, 0, 49.4425, 1.43076e-06, 4.25044e-07, 2.92308e-07, 7.65687e-07
6200, 0, 49.5313, 1.59658e-06, 4.39487e-07, 3.09281e-07, 8.04669e-07
6210, 0, 49.6223, 1.75379e-06, 4.50932e-07, 3.23683e-07, 8.40365e-07
6220, 0, 49.6847, 1.89438e-06, 4.58654e-07, 3.35021e-07, 8.70995e-07
6230, 0, 49.7544, 2.01336e-06, 4.62448e-07, 3.4315e-07, 8.95442e-07
6240, 0, 49.8441, 2.10802e-06, 4.62497e-07, 3.48391e-07, 9.13032e-07
6250, 0, 49.9134, 2.17739e-06, 4.59172e-07, 3.51447e-07, 9.23334e-07
6260, 0, 49.9782, 2.22175e-06, 4.52894e-07, 3.52962e-07, 9.26128e-07
6270, 0, 50.0423, 2.24212e-06, 4.44031e-07, 3.53172e-07, 9.21421e-07
6280, 0, 50.1253, 2.23965e-06, 4.3283e-07, 3.51876e-07, 9.09374e-07
6290, 0, 50.2175, 2.21522e-06, 4.19388e-07, 3.48537e-07, 8.90193e-07
6300, 0, 50.2857, 2.16936e-06, 4.03713e-07, 3.4243e-07, 8.64131e-07
6310, 0, 50.3473, 2.10251e-06, 3.85875e-07, 3.32917e-07, 8.31565e-07
6320, 0, 50.4121, 2.01539e-06, 3.66126e-07, 3.19809e-07, 7.93036e-07
6330, 0, 50.4764, 1.90945e-06, 3.4494e-07, 3.03521e-07, 7.49288e-07
6340, 0, 50.538, 1.78712e-06, 3.22993e-07, 2.84848e-07, 7.01402e-07
6350, 0, 50.6102, 1.6519e-06, 3.01135e-07, 2.64561e-07, 6.50929e-07
6360, 0, 50.6857, 1.50808e-06, 2.80315e-07, 2.43204e-07, 5.99811e-07
6370, 0, 50.7784, 1.36005e-06, 2.61411e-07, 2.21194e-07, 5.50034e-07
