Step, Time, RealTime, R(q[0]), R(q[1]), R(q[2]), R(q[3])
6380, 0, 50.8457, 1.21176e-06, 2.45e-07, 1.9907e-07, 5.03253e-07
6390, 0, 50.9382, 1.06646e-06, 2.31203e-07, 1.77691e-07, 4.60672e-07
6400, 0, 51.0388, 9.27206e-07, 2.19767e-07, 1.58268e-07, 4.2325e-07
6410, 0, 51.1348, 7.97912e-07, 2.10437e-07, 1.42233e-07, 3.92044e-07
6420, 0, 51.2088, 6.85005e-07, 2.03368e-07, 1.30989e-07, 3.68425e-07
6430, 0, 51.2749, 5.99065e-07, 1.99152e-07, 1.25545e-07, 3.53965e-07
6440, 0, 51.3378, 5.54053e-07, 1.98484e-07, 1.25967e-07, 3.49915e-07
6450, 0, 51.3981, 5.59935e-07, 2.01721e-07, 1.31116e-07, 3.56456e-07
6460, 0, 51.4713, 6.12925e-07, 2.08561e-07, 1.3925e-07, 3.72217e-07
6470, 0, 51.5671, 6.97579e-07, 2.17935e-07, 1.48922e-07, 3.9451e-07
6480, 0, 51.6509, 7.97144e-07, 2.28308e-07, 1.59181e-07, 4.20158e-07
6490, 0, 51.7146, 8.98913e-07, 2.3824e-07, 1.69224e-07, 4.46268e-07
6500, 0, 51.7943, 9.94392e-07, 2.46769e-07, 1.783e-07, 4.70567e-07
6510, 0, 51.8739, 1.07827e-06, 2.53405e-07, 1.8595e-07, 4.91399e-07
6520, 0, 51.9506, 1.14761e-06, 2.57931e-07, 1.92123e-07, 5.0767e-07
6530, 0, 52.0213, 1.20134e-06, 2.60223e-07, 1.97008e-07, 5.18842e-07
6540, 0, 52.1139, 1.2397e-06, 2.60204e-07, 2.00805e-07, 5.24865e-07
6550, 0, 52.1834, 1.2637e-06, 2.57881e-07, 2.03586e-07, 5.2605e-07
6560, 0, 52.261, 1.27459e-06, 2.53384e-07, 2.0521e-07, 5.22897e-07
6570, 0, 52.3625, 1.27344e-06, 2.46977e-07, 2.0533e-07, 5.15941e-07
6580, 0, 52.4506, 1.26099e-06, 2.39027e-07, 2.0353e-07, 5.05616e-07
6590, 0, 52.5247, 1.23759e-06, 2.29923e-07, 1.99514e-07, 4.92176e-07
6600, 0, 52.6108, 1.20341e-06, 2.1998e-07, 1.93215e-07, 4.75711e-07
6610, 0, 52.6753, 1.15865e-06, 2.09368e-07, 1.84779e-07, 4.56267e-07
6620, 0, 52.7397, 1.10383e-06, 1.9814e-07, 1.74485e-07, 4.33974e-07
6630, 0, 52.806, 1.03983e-06, 1.86337e-07, 1.62687e-07, 4.09131e-07
6640, 0, 52.8813, 9.67854e-07, 1.74095e-07, 1.49803e-07, 3.82197e-07
6650, 0, 52.9528, 8.89352e-07, 1.61653e-07, 1.36344e-07, 3.5377e-07
6660, 0, 53.0493, 8.05927e-07, 1.493e-07, 1.22928e-07, 3.24581e-07
6670, 0, 53.1205, 7.19352e-07, 1.37383e-07, 1.10212e-07, 2.95518e-07
6680, 0, 53.1889, 6.31679e-07, 1.26409e-07, 9.87626e-08, 2.67682e-07
6690, 0, 53.264, 5.45507e-07, 1.17115e-07, 8.89971e-08, 2.4244e-07
6700, 0, 53.3421, 4.64467e-07, 1.10346e-07, 8.12785e-08, 2.21419e-07
6710, 0, 53.4033, 3.9398e-07, 1.06743e-07, 7.5987e-08, 2.0632e-07
6720, 0, 53.4791, 3.41903e-07, 1.06548e-07, 7.34e-08, 1.98474e-07
6730, 0, 53.5741, 3.17197e-07, 1.09514e-07, 7.35396e-08, 1.98238e-07
6740, 0, 53.6697, 3.24208e-07, 1.14925e-07, 7.61719e-08, 2.0471e-07
6750, 0, 53.761, 3.57734e-07, 1.2176e-07, 8.08184e-08, 2.16069e-07
6760, 0, 53.8392, 4.0706e-07, 1.28996e-07, 8.67483e-08, 2.30238e-07
6770, 0, 53.9025, 4.62538e-07, 1.35843e-07, 9.31422e-08, 2.45352e-07
6780, 0, 53.9651, 5.17654e-07, 1.41785e-07, 9.93544e-08, 2.59936e-07
6790, 0, 54.0603, 5.68525e-07, 1.4651e-07, 1.05017e-07, 2.72926e-07
6800, 0, 54.1293, 6.13098e-07, 1.49838e-07, 1.09946e-07, 2.83663e-07
6810, 0, 54.2004, 6.50551e-07, 1.51691e-07, 1.14011e-07, 2.91854e-07
6820, 0, 54.2779, 6.80815e-07, 1.52091e-07, 1.17076e-07, 2.97489e-07
6830, 0, 54.3575, 7.04165e-07, 1.51147e-07, 1.19007e-07, 3.00735e-07
6840, 0, 54.4246, 7.20882e-07, 1.49028e-07, 1.19716e-07, 3.01794e-07
6850, 0, 54.5022, 7.31033e-07, 1.45899e-07, 1.19207e-07, 3.00799e-07
6860, 0, 54.5719, 7.34413e-07, 1.41879e-07, 1.17581e-07, 2.97754e-07
6870, 0, 54.6511, 7.30632e-07, 1.37036e-07, 1.14992e-07, 2.92567e-07
6880, 0, 54.748, 7.19292e-07, 1.31406e-07, 1.11579e-07, 2.85121e-07
6890, 0, 54.8096, 7.00169e-07, 1.25032e-07, 1.07431e-07, 2.75356e-07
6900, 0, 54.8721, 6.73344e-07, 1.17999e-07, 1.02564e-07, 2.63324e-07
6910, 0, 54.9328, 6.39273e-07, 1.10472e-07, 9.69481e-08, 2.49225e-07
6920, 0, 55.027, 5.98788e-07, 1.02682e-07, 9.05988e-08, 2.33407e-07
6930, 0, 55.123, 5.53055e-07, 9.48923e-08, 8.36929e-08, 2.16351e-07
6940, 0, 55.2165, 5.03497e-07, 8.73509e-08, 7.66006e-08, 1.98656e-07
6950, 0, 55.2951, 4.5171e-07, 8.03186e-08, 6.97757e-08, 1.81034e-07
6960, 0, 55.3617, 3.99398e-07, 7.41198e-08, 6.35905e-08, 1.64309e-07
6970, 0, 55.4585, 3.48342e-07, 6.91543e-08, 5.82431e-08, 1.49382e-07
6980, 0, 55.5199, 3.00475e-07, 6.58326e-08, 5.37758e-08, 1.37142e-07
6990, 0, 55.5852, 2.58082e-07, 6.44372e-08, 5.01753e-08, 1.28322e-07
7000, 0, 55.664, 2.24096e-07, 6.49731e-08, 4.75108e-08, 1.23315e-07
7010, 0, 55.7283, 2.021e-07, 6.70965e-08, 4.60122e-08, 1.22059e-07
7020, 0, 55.7998, 1.95174e-07, 7.02363e-08, 4.59555e-08, 1.24075e-07
7030, 0, 55.8611, 2.03647e-07, 7.38149e-08, 4.74055e-08, 1.28647e-07
7040, 0, 55.9214, 2.24343e-07, 7.74051e-08, 5.00912e-08, 1.35e-07
7050, 0, 55.9829, 2.52576e-07, 8.07574e-08, 5.3537e-08, 1.42404e-07
7060, 0, 56.0686, 2.84186e-07, 8.37453e-08, 5.72629e-08, 1.5021e-07
7070, 0, 56.1479, 3.1614e-07, 8.62932e-08, 6.08875e-08, 1.57863e-07
7080, 0, 56.2123, 3.4639e-07, 8.83282e-08, 6.41389e-08, 1.64912e-07
7090, 0, 56.2893, 3.73587e-07, 8.97719e-08, 6.68332e-08, 1.71015e-07
7100, 0, 56.3635, 3.96864e-07, 9.05591e-08, 6.88507e-08, 1.75924e-07
7110, 0, 56.4336, 4.15671e-07, 9.06537e-08, 7.01344e-08, 1.79465e-07
7120, 0, 56.5122, 4.29671e-07, 9.00457e-08, 7.06995e-08, 1.81516e-07
7130, 0, 56.5758, 4.38678e-07, 8.87442e-08, 7.0626e-08, 1.81995e-07
7140, 0, 56.6414, 4.4263e-07, 8.67783e-08, 7.00218e-08, 1.80861e-07
7150, 0, 56.7082, 4.41577e-07, 8.41971e-08, 6.89813e-08, 1.78122e-07
7160, 0, 56.7931, 4.35665e-07, 8.10588e-08, 6.75571e-08, 1.73839e-07
7170, 0, 56.8881, 4.25134e-07, 7.74255e-08, 6.57431e-08, 1.6813e-07
7180, 0, 56.9805, 4.10308e-07, 7.33774e-08, 6.34806e-08, 1.61159e-07
7190, 0, 57.0528, 3.91596e-07, 6.90277e-08, 6.07107e-08, 1.53132e-07
7200, 0, 57.1238, 3.6949e-07, 6.4517e-08, 5.74464e-08, 1.44279e-07
7210, 0, 57.197, 3.44572e-07, 5.99965e-08, 5.38001e-08, 1.34857e-07
7220, 0, 57.2925, 3.17508e-07, 5.56213e-08, 4.99394e-08, 1.25157e-07
7230, 0, 57.3944, 2.89032e-07, 5.15588e-08, 4.60193e-08, 1.15508e-07
7240, 0, 57.4769, 2.59911e-07, 4.79894e-08, 4.21505e-08, 1.06265e-07
7250, 0, 57.5428, 2.30923e-07, 4.50866e-08, 3.84176e-08, 9.77924e-08
7260, 0, 57.6049, 2.0288e-07, 4.29812e-08, 3.49239e-08, 9.04284e-08
7270, 0, 57.6865, 1.76728e-07, 4.17219e-08, 3.18409e-08, 8.4467e-08
7280, 0, 57.7731, 1.53743e-07, 4.12669e-08, 2.94257e-08, 8.01466e-08
7290, 0, 57.874, 1.35751e-07, 4.15123e-08, 2.79607e-08, 7.764e-08
7300, 0, 57.9563, 1.25055e-07, 4.23472e-08, 2.7609e-08, 7.70289e-08
7310, 0, 58.0197, 1.23516e-07, 4.36801e-08, 2.83013e-08, 7.82563e-08
7320, 0, 58.1063, 1.31091e-07, 4.54246e-08, 2.97716e-08, 8.10902e-08
7330, 0, 58.199, 1.45621e-07, 4.7467e-08, 3.16986e-08, 8.51403e-08
7340, 0, 58.2897, 1.64189e-07, 4.965e-08, 3.38171e-08, 8.99288e-08
7350, 0, 58.3825, 1.84271e-07, 5.17843e-08, 3.59479e-08, 9.49744e-08
7360, 0, 58.4741, 2.04022e-07, 5.36853e-08, 3.79709e-08, 9.98551e-08
7370, 0, 58.5563, 2.22181e-07, 5.52111e-08, 3.97873e-08, 1.04239e-07
7380, 0, 58.6182, 2.37926e-07, 5.62812e-08, 4.13105e-08, 1.07886e-07
7390, 0, 58.6803, 2.50775e-07, 5.6868e-08, 4.24854e-08, 1.1064e-07
7400, 0, 58.7444, 2.60508e-07, 5.69766e-08, 4.33026e-08, 1.1241e-07
7410, 0, 58.8209, 2.67108e-07, 5.66278e-08, 4.37898e-08, 1.13165e-07
7420, 0, 58.8969, 2.70701e-07, 5.58462e-08, 4.39855e-08, 1.12922e-07
7430, 0, 58.9911, 2.71488e-07, 5.46545e-08, 4.3911e-08, 1.11738e-07
7440, 0, 59.0694, 2.69685e-07, 5.30771e-08, 4.35489e-08, 1.09695e-07
7450, 0, 59.1316, 2.65479e-07, 5.11522e-08, 4.2843e-08, 1.06886e-07
7460, 0, 59.1932, 2.59005e-07, 4.89371e-08, 4.17282e-08, 1.03395e-07
7470, 0, 59.268, 2.5036e-07, 4.64979e-08, 4.01733e-08, 9.92938e-08
7480, 0, 59.3426, 2.39627e-07, 4.38957e-08, 3.82035e-08, 9.46419e-08
7490, 0, 59.4029, 2.26924e-07, 4.11823e-08, 3.58898e-08, 8.95053e-08
7500, 0, 59.4828, 2.12431e-07, 3.84092e-08, 3.33246e-08, 8.39714e-08
7510, 0, 59.5818, 1.96404e-07, 3.56395e-08, 3.06051e-08, 7.81597e-08
7520, 0, 59.6691, 1.79173e-07, 3.2955e-08, 2.78279e-08, 7.22236e-08
7530, 0, 59.7352, 1.6113e-07, 3.04564e-08, 2.50929e-08, 6.63474e-08
7540, 0, 59.8005, 1.42741e-07, 2.8256e-08, 2.25109e-08, 6.07469e-08
7550, 0, 59.8749, 1.2458e-07, 2.64678e-08, 2.02126e-08, 5.56733e-08
7560, 0, 59.9347, 1.07415e-07, 2.51963e-08, 1.83454e-08, 5.14169e-08
7570, 0, 60.0208, 9.2343e-08, 2.45205e-08, 1.70511e-08, 4.82883e-08
7580, 0, 60.0859, 8.09004e-08, 2.44766e-08, 1.6425e-08, 4.65533e-08
7590, 0, 60.1606, 7.48501e-08, 2.50358e-08, 1.64757e-08, 4.63321e-08
7600, 0, 60.2257, 7.5255e-08, 2.61051e-08, 1.71152e-08, 4.75265e-08
7610, 0, 60.2933, 8.14889e-08, 2.75425e-08, 1.81949e-08, 4.98421e-08
7620, 0, 60.3585, 9.16471e-08, 2.918e-08, 1.95551e-08, 5.28873e-08
7630, 0, 60.4198, 1.03746e-07, 3.08491e-08, 2.10477e-08, 5.62735e-08
7640, 0, 60.4902, 1.163e-07, 3.24062e-08, 2.25382e-08, 5.9673e-08
7650, 0, 60.5693, 1.28323e-07, 3.37475e-08, 2.39152e-08, 6.28351e-08
7660, 0, 60.6344, 1.39187e-07, 3.48084e-08, 2.51064e-08, 6.55807e-08
7670, 0, 60.7245, 1.48519e-07, 3.55546e-08, 2.60834e-08, 6.77916e-08
7680, 0, 60.7964, 1.56133e-07, 3.59731e-08, 2.68477e-08, 6.94038e-08
7690, 0, 60.858, 1.61982e-07, 3.60665e-08, 2.74082e-08, 7.04001e-08
7700, 0, 60.9298, 1.66107e-07, 3.58501e-08, 2.77649e-08, 7.08006e-08
7710, 0, 60.9914, 1.68586e-07, 3.53485e-08, 2.79027e-08, 7.0647e-08
7720, 0, 61.0648, 1.69496e-07, 3.45924e-08, 2.77968e-08, 6.99845e-08
7730, 0, 61.1294, 1.68879e-07, 3.36124e-08, 2.74259e-08, 6.88465e-08
7740, 0, 61.1992, 1.6674e-07, 3.24324e-08, 2.67857e-08, 6.72479e-08
7750, 0, 61.2879, 1.63065e-07, 3.1068e-08, 2.58927e-08, 6.51898e-08
7760, 0, 61.3909, 1.57844e-07, 2.95319e-08, 2.4777e-08, 6.26725e-08
7770, 0, 61.4888, 1.51106e-07, 2.78423e-08, 2.34741e-08, 5.97107e-08
7780, 0, 61.5642, 1.42937e-07, 2.60304e-08, 2.20189e-08, 5.63447e-08
7790, 0, 61.6273, 1.3349e-07, 2.4145e-08, 2.04469e-08, 5.26453e-08
7800, 0, 61.7175, 1.22977e-07, 2.22497e-08, 1.87991e-08, 4.87132e-08
7810, 0, 61.8113, 1.11666e-07, 2.04176e-08, 1.71292e-08, 4.46761e-08
7820, 0, 61.8825, 9.98682e-08, 1.87252e-08, 1.55051e-08, 4.0687e-08
7830, 0, 61.9426, 8.79386e-08, 1.72516e-08, 1.40007e-08, 3.69234e-08
7840, 0, 62.0039, 7.62869e-08, 1.60798e-08, 1.26836e-08, 3.35851e-08
7850, 0, 62.0714, 6.54125e-08, 1.52876e-08, 1.1608e-08, 3.08815e-08
7860, 0, 62.1468, 5.59655e-08, 1.49283e-08, 1.08175e-08, 2.89983e-08
7870, 0, 62.2193, 4.87996e-08, 1.50036e-08, 1.03486e-08, 2.8047e-08
7880, 0, 62.2814, 4.4867e-08, 1.54559e-08, 1.02267e-08, 2.80199e-08
7890, 0, 62.343, 4.47424e-08, 1.61807e-08, 1.04526e-08, 2.87881e-08
7900, 0, 62.4114, 4.80914e-08, 1.70568e-08, 1.09856e-08, 3.01497e-08
7910, 0, 62.5019, 5.38605e-08, 1.79761e-08, 1.17409e-08, 3.18899e-08
7920, 0, 62.601, 6.09239e-08, 1.88604e-08, 1.26117e-08, 3.38182e-08
7930, 0, 62.6904, 6.84218e-08, 1.9661e-08, 1.35003e-08, 3.57777e-08
7940, 0, 62.7682, 7.57713e-08, 2.03495e-08, 1.43351e-08, 3.76435e-08
7950, 0, 62.8546, 8.25924e-08, 2.09081e-08, 1.5072e-08, 3.9319e-08
7960, 0, 62.9491, 8.86453e-08, 2.13225e-08, 1.56865e-08, 4.07346e-08
7970, 0, 63.0378, 9.37864e-08, 2.15813e-08, 1.61662e-08, 4.18451e-08
7980, 0, 63.1041, 9.79349e-08, 2.16769e-08, 1.65056e-08, 4.26258e-08
7990, 0, 63.1643, 1.01045e-07, 2.16067e-08, 1.67027e-08, 4.30647e-08
8000, 0, 63.2255, 1.03089e-07, 2.13727e-08, 1.67593e-08, 4.31566e-08
8010, 0, 63.2894, 1.04045e-07, 2.09805e-08, 1.66806e-08, 4.28985e-08
8020, 0, 63.35, 1.03898e-07, 2.04387e-08, 1.6474e-08, 4.22892e-08
8030, 0, 63.4108, 1.02651e-07, 1.97584e-08, 1.61455e-08, 4.13328e-08
8040, 0, 63.4766, 1.00329e-07, 1.89536e-08, 1.56987e-08, 4.00421e-08
8050, 0, 63.5404, 9.69856e-08, 1.80414e-08, 1.51347e-08, 3.84418e-08
8060, 0, 63.6019, 9.27088e-08, 1.70439e-08, 1.44556e-08, 3.65694e-08
8070, 0, 63.6874, 8.76145e-08, 1.59889e-08, 1.36691e-08, 3.44745e-08
8080, 0, 63.7791, 8.18418e-08, 1.49088e-08, 1.27939e-08, 3.22165e-08
8090, 0, 63.8592, 7.55448e-08, 1.38373e-08, 1.18603e-08, 2.98628e-08
8100, 0, 63.9532, 6.88842e-08, 1.2808e-08, 1.09039e-08, 2.74864e-08
8110, 0, 64.0279, 6.20208e-08, 1.18555e-08, 9.95643e-09, 2.51652e-08
8120, 0, 64.1056, 5.51133e-08, 1.10155e-08, 9.04221e-09, 2.29798e-08
8130, 0, 64.167, 4.83254e-08, 1.0323e-08, 8.18241e-09, 2.10113e-08
8140, 0, 64.2628, 4.18472e-08, 9.80679e-09, 7.40413e-09, 1.93385e-08
8150, 0, 64.3639, 3.59377e-08, 9.48242e-09, 6.74826e-09, 1.80344e-08
8160, 0, 64.4589, 3.09859e-08, 9.34825e-09, 6.26918e-09, 1.71594e-08
8170, 0, 64.5411, 2.75464e-08, 9.38597e-09, 6.01833e-09, 1.67511e-08
8180, 0, 64.603, 2.62045e-08, 9.56748e-09, 6.01528e-09, 1.68109e-08
8190, 0, 64.669, 2.71762e-08, 9.86159e-09, 6.23116e-09, 1.72944e-08
8200, 0, 64.7422, 3.00528e-08, 1.02367e-08, 6.60308e-09, 1.81152e-08
8210, 0, 64.8078, 3.40959e-08, 1.06598e-08, 7.06289e-09, 1.91611e-08
8220, 0, 64.8711, 3.86349e-08, 1.10962e-08, 7.55553e-09, 2.0315e-08
8230, 0, 64.9362, 4.3196e-08, 1.15113e-08, 8.04247e-09, 2.14716e-08
8240, 0, 64.9996, 4.74742e-08, 1.18738e-08, 8.49737e-09, 2.2547e-08
8250, 0, 65.0695, 5.1282e-08, 1.21607e-08, 8.90054e-09, 2.34803e-08
8260, 0, 65.1343, 5.45095e-08, 1.23578e-08, 9.23656e-09, 2.42319e-08
8270, 0, 65.2005, 5.70979e-08, 1.24594e-08, 9.49516e-09, 2.47778e-08
8280, 0, 65.2695, 5.90213e-08, 1.24646e-08, 9.67243e-09, 2.5106e-08
8290, 0, 65.3631, 6.02757e-08, 1.23748e-08, 9.76937e-09, 2.52124e-08
8300, 0, 65.4557, 6.08714e-08, 1.21925e-08, 9.78852e-09, 2.50995e-08
8310, 0, 65.5406, 6.08284e-08, 1.1921e-08, 9.73074e-09, 2.47755e-08
8320, 0, 65.6177, 6.01742e-08, 1.15653e-08, 9.59367e-09, 2.4253e-08
8330, 0, 65.7071, 5.89418e-08, 1.11338e-08, 9.37261e-09, 2.35484e-08
8340, 0, 65.7792, 5.71694e-08, 1.0639e-08, 9.06394e-09, 2.26811e-08
8350, 0, 65.862, 5.49007e-08, 1.00965e-08, 8.66981e-09, 2.16718e-08
8360, 0, 65.9576, 5.2185e-08, 9.52182e-09, 8.20068e-09, 2.05423e-08
8370, 0, 66.053, 4.90775e-08, 8.92836e-09, 7.67373e-09, 1.93157e-08
8380, 0, 66.1371, 4.56376e-08, 8.32784e-09, 7.10878e-09, 1.80171e-08
8390, 0, 66.207, 4.19285e-08, 7.73195e-09, 6.52472e-09, 1.66746e-08
8400, 0, 66.3, 3.80152e-08, 7.15456e-09, 5.93839e-09, 1.53195e-08
8410, 0, 66.3899, 3.39676e-08, 6.61303e-09, 5.3655e-09, 1.39876e-08
8420, 0, 66.4668, 2.98673e-08, 6.12851e-09, 4.82325e-09, 1.27213e-08
8430, 0, 66.5269, 2.58236e-08, 5.72443e-09, 4.33328e-09, 1.15723e-08
8440, 0, 66.5875, 2.19994e-08, 5.42414e-09, 3.92273e-09, 1.06037e-08
8450, 0, 66.6758, 1.86492e-08, 5.24641e-09, 3.62121e-09, 9.88596e-09
8460, 0, 66.7635, 1.61494e-08, 5.1999e-09, 3.45244e-09, 9.48045e-09
8470, 0, 66.8345, 1.4933e-08, 5.27862e-09, 3.42366e-09, 9.41374e-09
8480, 0, 66.9024, 1.52148e-08, 5.46131e-09, 3.52075e-09, 9.65893e-09
8490, 0, 66.9693, 1.67522e-08, 5.71577e-09, 3.71426e-09, 1.01428e-08
8500, 0, 67.0346, 1.90411e-08, 6.00559e-09, 3.97054e-09, 1.07727e-08
8510, 0, 67.111, 2.16346e-08, 6.29681e-09, 4.25879e-09, 1.14623e-08
8520, 0, 67.1761, 2.42393e-08, 6.56264e-09, 4.55273e-09, 1.21441e-08
8530, 0, 67.2448, 2.66821e-08, 6.78539e-09, 4.83113e-09, 1.2771e-08
8540, 0, 67.3381, 2.88653e-08, 6.95548e-09, 5.07889e-09, 1.33126e-08
8550, 0, 67.4185, 3.0736e-08, 7.06887e-09, 5.28739e-09, 1.37507e-08
8560, 0, 67.5033, 3.22684e-08, 7.12471e-09, 5.4526e-09, 1.40753e-08
8570, 0, 67.5838, 3.34515e-08, 7.12372e-09, 5.57225e-09, 1.42823e-08
8580, 0, 67.6574, 3.42827e-08, 7.06739e-09, 5.64369e-09, 1.4371e-08
8590, 0, 67.723, 3.47623e-08, 6.95791e-09, 5.6632e-09, 1.43431e-08
8600, 0, 67.8107, 3.48912e-08, 6.79838e-09, 5.62672e-09, 1.42013e-08
8610, 0, 67.9002, 3.46706e-08, 6.59296e-09, 5.53172e-09, 1.39488e-08
8620, 0, 67.9746, 3.41033e-08, 6.3464e-09, 5.37931e-09, 1.35888e-08
8630, 0, 68.0417, 3.31968e-08, 6.06341e-09, 5.17514e-09, 1.31256e-08
8640, 0, 68.1021, 3.19654e-08, 5.74867e-09, 4.92835e-09, 1.25656e-08
8650, 0, 68.1705, 3.04323e-08, 5.40764e-09, 4.64936e-09, 1.19186e-08
8660, 0, 68.2315, 2.86297e-08, 5.04751e-09, 4.34783e-09, 1.11984e-08
8670, 0, 68.2995, 2.65969e-08, 4.67795e-09, 4.03195e-09, 1.04227e-08
8680, 0, 68.3647, 2.43792e-08, 4.31108e-09, 3.70885e-09, 9.61273e-09
8690, 0, 68.4295, 2.20267e-08, 3.96097e-09, 3.38595e-09, 8.79316e-09
8700, 0, 68.5206, 1.95951e-08, 3.64295e-09, 3.07242e-09, 7.99209e-09
8710, 0, 68.6036, 1.71497e-08, 3.37295e-09, 2.7796e-09, 7.2424e-09
8720, 0, 68.6848, 1.47721e-08, 3.16665e-09, 2.5205e-09, 6.58222e-09
8730, 0, 68.7759, 1.25721e-08, 3.03686e-09, 2.30866e-09, 6.05297e-09
8740, 0, 68.8587, 1.07034e-08, 2.99037e-09, 2.15659e-09, 5.69263e-09
8750, 0, 68.9307, 9.36988e-09, 3.02375e-09, 2.07354e-09, 5.52361e-09
8760, 0, 68.9961, 8.77625e-09, 3.12284e-09, 2.06275e-09, 5.54181e-09
8770, 0, 69.0696, 8.99047e-09, 3.266e-09, 2.11946e-09, 5.71626e-09
8780, 0, 69.1603, 9.86145e-09, 3.42981e-09, 2.2308e-09, 6.00089e-09
8790, 0, 69.2522, 1.1132e-08, 3.59429e-09, 2.37826e-09, 6.34891e-09
8800, 0, 69.3463, 1.25794e-08, 3.74555e-09, 2.54203e-09, 6.72125e-09
8810, 0, 69.4292, 1.40528e-08, 3.87557e-09, 2.70518e-09, 7.08837e-09
8820, 0, 69.491, 1.54575e-08, 3.98031e-09, 2.85582e-09, 7.42884e-09
8830, 0, 69.5561, 1.67341e-08, 4.05764e-09, 2.9867e-09, 7.72726e-09
8840, 0, 69.6179, 1.78453e-08, 4.10613e-09, 3.09373e-09, 7.97275e-09
8850, 0, 69.6801, 1.8767e-08, 4.12449e-09, 3.17454e-09, 8.15785e-09
8860, 0, 69.7619, 1.9484e-08, 4.11179e-09, 3.22756e-09, 8.27764e-09
8870, 0, 69.8267, 1.99859e-08, 4.06781e-09, 3.25163e-09, 8.32902e-09
8880, 0, 69.9029, 2.0266e-08, 3.99328e-09, 3.24603e-09, 8.31016e-09
8890, 0, 70.0039, 2.03209e-08, 3.8898e-09, 3.21098e-09, 8.22029e-09
8900, 0, 70.1003, 2.01509e-08, 3.7596e-09, 3.14784e-09, 8.05992e-09
8910, 0, 70.1952, 1.97615e-08, 3.60533e-09, 3.05895e-09, 7.83139e-09
8920, 0, 70.2902, 1.91639e-08, 3.43016e-09, 2.94701e-09, 7.53935e-09
8930, 0, 70.3781, 1.83751e-08, 3.23798e-09, 2.81469e-09, 7.19102e-09
8940, 0, 70.4387, 1.7417e-08, 3.03368e-09, 2.66464e-09, 6.79599e-09
8950, 0, 70.5007, 1.63151e-08, 2.82332e-09, 2.49989e-09, 6.36585e-09
8960, 0, 70.5624, 1.50976e-08, 2.61403e-09, 2.3244e-09, 5.91362e-09
8970, 0, 70.6337, 1.37944e-08, 2.41373e-09, 2.14321e-09, 5.45358e-09
8980, 0, 70.7258, 1.24367e-08, 2.23088e-09, 1.96206e-09, 5.00118e-09
8990, 0, 70.8181, 1.10583e-08, 2.07419e-09, 1.7868e-09, 4.57317e-09
9000, 0, 70.8858, 9.69743e-09, 1.9519e-09, 1.62337e-09, 4.18754e-09
9010, 0, 70.947, 8.40062e-09, 1.87029e-09, 1.47856e-09, 3.86272e-09
9020, 0, 71.0131, 7.22973e-09, 1.83209e-09, 1.36067e-09, 3.61576e-09
9030, 0, 71.0823, 6.27018e-09, 1.83498e-09, 1.27911e-09, 3.45926e-09
9040, 0, 71.1429, 5.63077e-09, 1.87212e-09, 1.24185e-09, 3.39801e-09
9050, 0, 71.2038, 5.41014e-09, 1.9341e-09, 1.25108e-09, 3.4271e-09
9060, 0, 71.2902, 5.62721e-09, 2.01152e-09, 1.30064e-09, 3.53303e-09
9070, 0, 71.3819, 6.19403e-09, 2.09663e-09, 1.37816e-09, 3.69696e-09
9080, 0, 71.4616, 6.97495e-09, 2.18349e-09, 1.47011e-09, 3.8982e-09
9090, 0, 71.522, 7.84982e-09, 2.26723e-09, 1.56552e-09, 4.11666e-09
9100, 0, 71.5867, 8.73227e-09, 2.3434e-09, 1.6569e-09, 4.33442e-09
9110, 0, 71.6662, 9.56451e-09, 2.40776e-09, 1.73964e-09, 4.53657e-09
9120, 0, 71.7621, 1.03089e-08, 2.45656e-09, 1.8109e-09, 4.71158e-09
9130, 0, 71.8504, 1.09416e-08, 2.48691e-09, 1.86882e-09, 4.85128e-09
9140, 0, 71.9125, 1.14483e-08, 2.49717e-09, 1.91204e-09, 4.95044e-09
9150, 0, 71.974, 1.18214e-08, 2.4869e-09, 1.93963e-09, 5.0062e-09
9160, 0, 72.035, 1.20578e-08, 2.45662e-09, 1.95117e-09, 5.01751e-09
9170, 0, 72.1213, 1.21584e-08, 2.40742e-09, 1.94676e-09, 4.98471e-09
9180, 0, 72.1881, 1.21263e-08, 2.34067e-09, 1.92672e-09, 4.90932e-09
9190, 0, 72.2571, 1.19673e-08, 2.25796e-09, 1.8913e-09, 4.79392e-09
9200, 0, 72.3381, 1.1689e-08, 2.16116e-09, 1.84049e-09, 4.64203e-09
9210, 0, 72.4029, 1.13003e-08, 2.05266e-09, 1.77425e-09, 4.45795e-09
9220, 0, 72.4676, 1.08116e-08, 1.93544e-09, 1.69296e-09, 4.24655e-09
9230, 0, 72.5391, 1.02342e-08, 1.81297e-09, 1.59803e-09, 4.01311e-09
9240, 0, 72.6351, 9.58014e-09, 1.68892e-09, 1.49211e-09, 3.76328e-09
9250, 0, 72.6969, 8.8629e-09, 1.56698e-09, 1.37891e-09, 3.5032e-09
9260, 0, 72.7574, 8.09708e-09, 1.45093e-09, 1.26259e-09, 3.23979e-09
9270, 0, 72.8171, 7.29892e-09, 1.34486e-09, 1.14745e-09, 2.98095e-09
9280, 0, 72.9018, 6.48711e-09, 1.25327e-09, 1.03785e-09, 2.73576e-09
