Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,rank,rho,rhoe,rhou,rhov,vtkValidPointMask
943,0.8000000119,0.07072500139,0,0.8031201959,0.2060599625,0.001242594328,0,0.2060637027,0.07072500139,1.000287414,4,1.400286436,2.53044796,0.2885430157,0.001739955507,1
944,0.8000000119,0.07080000639,0,0.803126812,0.206058085,0.001242141938,0,0.2060618252,0.07080000639,1.000287414,4,1.400286436,2.530447721,0.2885404229,0.001739320345,1
945,0.8000000119,0.07087500393,0,0.8031334281,0.2060562223,0.001241689548,0,0.2060599625,0.07087500393,1.000287414,4,1.400286436,2.530447245,0.2885378003,0.0017386853,1
946,0.8000000119,0.07095000148,0,0.8031400442,0.2060543597,0.001241237158,0,0.2060580999,0.07095000148,1.000287533,4,1.400286555,2.530446768,0.2885351777,0.001738050254,1
947,0.8000000119,0.07102500647,0,0.8031466603,0.2060524821,0.001240784768,0,0.2060562223,0.07102500647,1.000287533,4,1.400286555,2.530446291,0.2885325551,0.001737415208,1
948,0.8000000119,0.07110000402,0,0.8031532764,0.2060506195,0.001240332378,0,0.2060543597,0.07110000402,1.000287533,4,1.400286555,2.530445814,0.2885299623,0.001736780163,1
949,0.8000000119,0.07117500156,0,0.8031599522,0.2060487568,0.001239879988,0,0.2060524821,0.07117500156,1.000287652,4,1.400286674,2.530445337,0.2885273397,0.001736145117,1
950,0.8000000119,0.07125000656,0,0.8031665683,0.2060468793,0.001239427598,0,0.2060506046,0.07125000656,1.000287652,4,1.400286674,2.53044486,0.2885247171,0.001735509955,1
951,0.8000000119,0.0713250041,0,0.803173244,0.2060450166,0.001238975208,0,0.2060487419,0.0713250041,1.000287652,4,1.400286674,2.530444384,0.2885221243,0.00173487491,1
952,0.8000000119,0.07140000165,0,0.8031799197,0.2060431391,0.001238522818,0,0.2060468644,0.07140000165,1.000287652,4,1.400286674,2.530443907,0.2885195017,0.001734239864,1
953,0.8000000119,0.07147499919,0,0.8031865954,0.2060412765,0.001238070428,0,0.2060450017,0.07147499919,1.000287771,4,1.400286794,2.530443668,0.2885168791,0.001733604819,1
954,0.8000000119,0.07155000418,0,0.8031932712,0.2060394138,0.001237618038,0,0.2060431242,0.07155000418,1.000287771,4,1.400286794,2.530443192,0.2885142863,0.001732969657,1
955,0.8000000119,0.07162500173,0,0.8031999469,0.2060375363,0.001237165648,0,0.2060412467,0.07162500173,1.000287771,4,1.400286794,2.530442715,0.2885116637,0.001732334611,1
956,0.8000000119,0.07169999927,0,0.8032066226,0.2060356736,0.001236713259,0,0.206039384,0.07169999927,1.00028789,4,1.400286913,2.530442238,0.2885090411,0.001731699565,1
957,0.8000000119,0.07177500427,0,0.8032133579,0.2060337961,0.001236260869,0,0.2060375065,0.07177500427,1.00028789,4,1.400286913,2.530441761,0.2885064483,0.00173106452,1
958,0.8000000119,0.07185000181,0,0.8032200336,0.2060319334,0.001235808479,0,0.2060356438,0.07185000181,1.00028789,4,1.400286913,2.530441284,0.2885038257,0.001730429474,1
959,0.8000000119,0.07192499936,0,0.803226769,0.2060300708,0.001235356089,0,0.2060337812,0.07192499936,1.00028789,4,1.400286913,2.530440807,0.2885012031,0.001729794429,1
960,0.8000000119,0.07200000435,0,0.8032335043,0.2060281932,0.001234903699,0,0.2060318887,0.07200000435,1.00028801,4,1.400287032,2.530440331,0.2884986103,0.001729159267,1
961,0.8000000119,0.0720750019,0,0.80324018,0.2060263306,0.001234451309,0,0.2060300261,0.0720750019,1.00028801,4,1.400287032,2.530439854,0.2884959877,0.001728524221,1
962,0.8000000119,0.07214999944,0,0.8032469153,0.2060244679,0.001233998919,0,0.2060281634,0.07214999944,1.00028801,4,1.400287032,2.530439377,0.288493365,0.001727889176,1
963,0.8000000119,0.07222500443,0,0.8032536507,0.2060225904,0.001233546529,0,0.2060262859,0.07222500443,1.000288129,4,1.400287151,2.530439138,0.2884907722,0.00172725413,1
964,0.8000000119,0.07230000198,0,0.8032604456,0.2060207278,0.001233094139,0,0.2060244232,0.07230000198,1.000288129,4,1.400287151,2.530438662,0.2884881496,0.001726619084,1
965,0.8000000119,0.07237499952,0,0.8032671809,0.2060188502,0.001232641749,0,0.2060225308,0.07237499952,1.000288129,4,1.400287151,2.530438185,0.288485527,0.001725984039,1
966,0.8000000119,0.07245000452,0,0.8032739162,0.2060169876,0.001232189359,0,0.2060206681,0.07245000452,1.000288129,4,1.400287151,2.530437708,0.2884829044,0.001725348877,1
967,0.8000000119,0.07252500206,0,0.8032807112,0.2060151249,0.001231736969,0,0.2060188055,0.07252500206,1.000288248,4,1.400287271,2.530437231,0.2884803116,0.001724713831,1
968,0.8000000119,0.07259999961,0,0.8032875061,0.2060132474,0.001231284579,0,0.206016928,0.07259999961,1.000288248,4,1.400287271,2.530436754,0.288477689,0.001724078786,1
969,0.8000000119,0.0726750046,0,0.8032942414,0.2060113847,0.001230832189,0,0.2060150653,0.0726750046,1.000288248,4,1.400287271,2.530436277,0.2884750664,0.001723443624,1
970,0.8000000119,0.07275000215,0,0.8033010364,0.2060095221,0.001230379799,0,0.2060132027,0.07275000215,1.000288248,4,1.400287271,2.530435801,0.2884724736,0.001722808578,1
971,0.8000000119,0.07282499969,0,0.8033078313,0.2060076445,0.001229927409,0,0.2060113102,0.07282499969,1.000288367,4,1.40028739,2.530435324,0.288469851,0.001722173532,1
972,0.8000000119,0.07290000468,0,0.8033146262,0.2060057819,0.001229475019,0,0.2060094476,0.07290000468,1.000288367,4,1.40028739,2.530435085,0.2884672284,0.001721538487,1
973,0.8000000119,0.07297500223,0,0.8033214808,0.2060039043,0.00122902263,0,0.20600757,0.07297500223,1.000288367,4,1.40028739,2.530434608,0.2884646356,0.001720903441,1
974,0.8000000119,0.07304999977,0,0.8033282757,0.2060020417,0.00122857024,0,0.2060057074,0.07304999977,1.000288486,4,1.400287509,2.530434132,0.288462013,0.001720268396,1
975,0.8000000119,0.07312500477,0,0.8033351302,0.2060001791,0.00122811785,0,0.2060038447,0.07312500477,1.000288486,4,1.400287509,2.530433655,0.2884593904,0.001719633234,1
976,0.8000000119,0.07320000231,0,0.8033419251,0.2059983015,0.00122766546,0,0.2060019523,0.07320000231,1.000288486,4,1.400287509,2.530433178,0.2884567976,0.001718998188,1
977,0.8000000119,0.07327499986,0,0.8033487797,0.2059964389,0.00122721307,0,0.2060000896,0.07327499986,1.000288486,4,1.400287509,2.530432701,0.288454175,0.001718363143,1
978,0.8000000119,0.07335000485,0,0.8033556342,0.2059945762,0.00122676068,0,0.205998227,0.07335000485,1.000288606,4,1.400287628,2.530432224,0.2884515524,0.001717728097,1
979,0.8000000119,0.0734250024,0,0.8033624887,0.2059926987,0.00122630829,0,0.2059963495,0.0734250024,1.000288606,4,1.400287628,2.530431747,0.2884489596,0.001717092935,1
980,0.8000000119,0.07349999994,0,0.8033693433,0.205990836,0.0012258559,0,0.2059944868,0.07349999994,1.000288606,4,1.400287628,2.530431271,0.288446337,0.001716457889,1
981,0.8000000119,0.07357500494,0,0.8033761978,0.2059889585,0.00122540351,0,0.2059926093,0.07357500494,1.000288725,4,1.400287747,2.530430794,0.2884437144,0.001715822844,1
982,0.8000000119,0.07365000248,0,0.8033830523,0.2059870958,0.00122495112,0,0.2059907317,0.07365000248,1.000288725,4,1.400287747,2.530430555,0.2884410918,0.001715187798,1
983,0.8000000119,0.07372500002,0,0.8033899665,0.2059852332,0.00122449873,0,0.2059888691,0.07372500002,1.000288725,4,1.400287747,2.530430079,0.288438499,0.001714552753,1
984,0.8000000119,0.07380000502,0,0.803396821,0.2059833556,0.001224046224,0,0.2059869915,0.07380000502,1.000288725,4,1.400287747,2.530429602,0.2884358764,0.001713917591,1
985,0.8000000119,0.07387500256,0,0.8034037352,0.205981493,0.00122359395,0,0.2059851289,0.07387500256,1.000288844,4,1.400287867,2.530429125,0.2884332538,0.001713282545,1
986,0.8000000119,0.07395000011,0,0.8034105897,0.2059796154,0.00122314156,0,0.2059832513,0.07395000011,1.000288844,4,1.400287867,2.530428648,0.288430661,0.0017126475,1
987,0.8000000119,0.0740250051,0,0.8034175038,0.2059777528,0.001222689054,0,0.2059813887,0.0740250051,1.000288844,4,1.400287867,2.530428171,0.2884280384,0.001712012454,1
988,0.8000000119,0.07410000265,0,0.803424418,0.2059758902,0.00122223678,0,0.2059795111,0.07410000265,1.000288963,4,1.400287986,2.530427694,0.2884254158,0.001711377408,1
989,0.8000000119,0.07417500019,0,0.8034313321,0.2059740126,0.001221784391,0,0.2059776336,0.07417500019,1.000288963,4,1.400287986,2.530427217,0.288422823,0.001710742363,1
990,0.8000000119,0.07425000519,0,0.8034383059,0.20597215,0.001221331884,0,0.205975771,0.07425000519,1.000288963,4,1.400287986,2.530426741,0.2884202003,0.001710107201,1
991,0.8000000119,0.07432500273,0,0.80344522,0.2059702873,0.001220879611,0,0.2059739083,0.07432500273,1.000288963,4,1.400287986,2.530426502,0.2884175777,0.001709472155,1
992,0.8000000119,0.07440000027,0,0.8034521341,0.2059684098,0.001220427221,0,0.2059720308,0.07440000027,1.000289083,4,1.400288105,2.530426025,0.2884149849,0.00170883711,1
993,0.8000000119,0.07447500527,0,0.8034591079,0.2059665471,0.001219974714,0,0.2059701532,0.07447500527,1.000289083,4,1.400288105,2.530425549,0.2884123623,0.001708201948,1
994,0.8000000119,0.07455000281,0,0.8034660816,0.2059646696,0.001219522324,0,0.2059682757,0.07455000281,1.000289083,4,1.400288105,2.530425072,0.2884097397,0.001707566902,1
995,0.8000000119,0.07462500036,0,0.8034730554,0.2059628069,0.001219070051,0,0.205966413,0.07462500036,1.000289083,4,1.400288105,2.530424595,0.2884071469,0.001706931856,1
996,0.8000000119,0.07470000535,0,0.8034800291,0.2059609443,0.001218617545,0,0.2059645504,0.07470000535,1.000289202,4,1.400288224,2.530424118,0.2884045243,0.001706296811,1
997,0.8000000119,0.0747750029,0,0.8034870028,0.2059590667,0.001218165155,0,0.2059626728,0.0747750029,1.000289202,4,1.400288224,2.530423641,0.2884019017,0.001705661765,1
998,0.8000000119,0.07485000044,0,0.8034939766,0.2059572041,0.001217712881,0,0.2059608102,0.07485000044,1.000289202,4,1.400288224,2.530423164,0.2883993089,0.00170502672,1
999,0.8000000119,0.07492500544,0,0.8035009503,0.2059553415,0.001217260375,0,0.2059589326,0.07492500544,1.000289321,4,1.400288343,2.530422688,0.2883966863,0.001704391558,1
1000,0.8000000119,0.07500000298,0,0.8035079241,0.2059534639,0.001216807985,0,0.2059570551,0.07500000298,1.000289321,4,1.400288343,2.530422211,0.2883940637,0.001703756512,1
